"","PDX22","PDX43","PDX59","G83","PDX10","HK281"
"ENSG00000248442.2",0,0,0,0,0,0
"ENSG00000251686.1",0,0,0,0,0,0
"ENSG00000249197.1",0,0,0,0,0,0
"ENSG00000249730.1",0,0,0,0,0,0
"ENSG00000196184.10",0,0,0,0,0,2.05
"ENSG00000224943.1",0,0,0,0,0,0
"ENSG00000184155.8",0,0,0,0,0,0
"ENSG00000231100.1",0,0,0,0,0,0
"ENSG00000271890.1",0,0,0,0,0,0
"ENSG00000132703.4",0,0,0,0,0,0
"ENSG00000158731.2",2.05,0,0,0,0,0
"ENSG00000276632.1",0,0,0,0,0,0
"ENSG00000223603.1",0,0,0,0,0,0
"ENSG00000132693.12",2.05,0,0,0,0,0
"ENSG00000235226.1",0,0,0,0,0,0
"ENSG00000158716.9",866.56,227.71,638.74,1098.73,54.33,590.46
"ENSG00000181036.14",6.14,12.31,0,0,1.78,10.25
"ENSG00000158714.11",4.09,4.1,0,0,0,30.75
"ENSG00000256029.6",18.42,12.31,9.87,5.7,4.45,25.63
"ENSG00000188004.11",2.05,0,4.94,0,0.89,0
"ENSG00000212161.1",0,0,0,0,0,0
"ENSG00000243284.1",2.05,1.03,0,0,2.67,2.05
"ENSG00000272668.2",163.7,217.45,267.54,19.01,85.5,3056.86
"ENSG00000213085.10",1064.02,606.19,143.15,6.65,107.77,718.6
"ENSG00000266458.1",0,0,0,0,0,0
"ENSG00000287040.1",2.05,2.05,0,0,0,10.25
"ENSG00000279430.1",0,0,0,0,0,0
"ENSG00000158710.15",27832.25,18749.89,61864.08,9322.11,65422.76,101789.83
"ENSG00000085552.17",297.72,764.15,119.46,0,432.86,854.94
"ENSG00000162723.10",0,0,3.95,0,0,38.95
"ENSG00000224259.7",28.65,2.05,73.06,0,6.23,4.1
"ENSG00000273933.1",0,0,0,0,0,0
"ENSG00000177807.10",4.09,5203.4,292.22,0,0,6.15
"ENSG00000237409.2",0,0,0,0,0,0
"ENSG00000143315.8",926.92,933.39,1041.53,823.1,958.34,1421.82
"ENSG00000225279.2",0,16.41,1.97,0,1.78,2.05
"ENSG00000162728.5",2.05,4.1,0,0,0,0
"ENSG00000162729.14",951.48,1545.74,5833.57,1739.34,1350.23,5415.63
"ENSG00000018625.15",6.14,308.74,0,0.95,21.38,50.23
"ENSG00000132681.17",0,0,0,0,0,1.03
"ENSG00000143318.13",2.05,6.15,79.97,0,73.03,329.06
"ENSG00000227741.1",16.37,0,9.87,6.65,8.02,14.35
"ENSG00000162734.13",47710.96,8324.62,19727.91,6461.22,21692.69,39717.68
"ENSG00000132716.19",1458.93,1465.73,1583.52,1913.28,1654.83,3146.05
"ENSG00000258465.8",0,0,0,0,0,0
"ENSG00000228606.3",19.44,0,2.96,3.8,8.91,11.28
"ENSG00000224261.2",31.72,30.77,24.68,63.68,10.69,10.25
"ENSG00000162735.19",2038,1433.94,3553.06,2903.65,4006.15,3978.43
"ENSG00000122218.16",21686.52,14754.77,22491.18,18447.47,19014.51,70485.18
"ENSG00000235082.2",62.41,107.7,87.86,107.4,89.07,121.99
"ENSG00000202078.1",0,0,0,0,0,0
"ENSG00000162736.17",7115.62,6575.8,7639.22,3513.85,7617.74,14311.49
"ENSG00000171786.6",37.85,26.67,5.92,5.7,6.23,25.63
"ENSG00000201608.1",0,0,0,0,0,0
"ENSG00000162738.6",0,2725.3,551.86,0,2657.7,6653.95
"ENSG00000162739.14",0,0,0,0,0,0
"ENSG00000234425.1",0,0,0,0,0,0
"ENSG00000066294.15",0,0,0,0,1.78,0
"ENSG00000117090.15",0,0,0,0,0,0
"ENSG00000235101.1",0,0,0,0,0,0
"ENSG00000228863.8",0,0,0,0,0,0
"ENSG00000117091.10",2.05,0,0,0,0,0
"ENSG00000026751.17",165.74,0,0,0,1.78,4.1
"ENSG00000275801.1",0,0,0,0,0,0
"ENSG00000274562.1",0,0,0,0,0,0
"ENSG00000122224.18",0,0,0,0,18.7,0
"ENSG00000122223.13",0,0,0,0,0,0
"ENSG00000226003.2",0,0,0,0,0,0
"ENSG00000179914.5",0,0,0,0,0,0
"ENSG00000213080.3",188.25,76.93,356.39,550.32,219.1,397.74
"ENSG00000232188.1",0,0,0,0,1286.99,0
"ENSG00000198358.4",0,0,0,0,0,0
"ENSG00000233691.2",0,0,0,0,0,0
"ENSG00000158764.7",0,0,0,0,0,0
"ENSG00000158769.18",2.05,1088.27,810.52,789.83,783.77,2606.84
"ENSG00000270149.5",0,13.33,18.76,0,0,0
"ENSG00000232879.2",0,0,0,0,0,0
"ENSG00000215845.11",0,326.17,1503.56,1.9,7.13,0
"ENSG00000158773.14",2246.71,2214.5,2900.5,2925.51,4160.23,3567.36
"ENSG00000186517.14",24.55,0,6.91,0,1.78,139.41
"ENSG00000143217.9",26.6,0,3.95,3.8,69.47,124.04
"ENSG00000228917.1",0,0,0,0,0,26.65
"ENSG00000162755.14",9.21,22.57,346.52,0,332.21,0
"ENSG00000143256.5",5176.86,3292.51,3310.2,4700.97,6085.82,7854.35
"ENSG00000158793.14",979.1,1393.93,2262.74,1285.97,1832.96,4124
"ENSG00000158796.17",2042.1,2735.56,3198.64,3805.64,6098.29,4311.59
"ENSG00000238934.1",0,0,0,0,0,0
"ENSG00000143222.12",3523.54,2603.24,2974.54,4800.77,5716.2,6021.47
"ENSG00000224985.1",10.23,16.41,17.77,22.81,12.47,5.13
"ENSG00000143258.16",1807.81,2300.66,1643.75,2489.25,2986.35,3670.9
"ENSG00000143224.18",702.87,533.37,1144.21,462.87,977.93,1744.73
"ENSG00000158850.15",2704.04,3214.56,3265.77,5141.04,4305.41,7675.98
"ENSG00000158859.10",7.16,449.26,5578.86,0,1848.99,22.55
"ENSG00000158864.13",6480.28,5787.03,11046.17,9235.62,7995.37,7706.74
"ENSG00000158869.11",3.07,1.03,1.97,4.75,25.83,10.25
"ENSG00000158874.11",0,1.03,0,0,0,0
"ENSG00000158882.15",1395.5,888.26,2378.25,1864.8,3543.9,1969.23
"ENSG00000284035.1",0,0,0.99,5.7,0,0
"ENSG00000143257.12",0,2.05,1.97,0,3.56,0
"ENSG00000248485.2",6.14,8.21,1.97,0,7.13,69.71
"ENSG00000158887.19",8.18,6.15,79.97,0,17.81,126.09
"ENSG00000143252.16",3715.88,2708.89,5347.85,3900.69,4847.81,4809.79
"ENSG00000188931.4",6.14,1.03,0,0,12.47,1.03
"ENSG00000288670.1",109.47,172.32,166.84,172.03,181.69,472.57
"ENSG00000236484.2",0,0,0.99,0,0,0
"ENSG00000283696.1",8.18,53.34,35.54,55.13,38.3,59.46
"ENSG00000288093.1",8.18,3.08,17.77,27.56,14.25,30.75
"ENSG00000206921.1",0,0,0,0,0,0
"ENSG00000283360.1",0,0,0,6.65,3.56,0
"ENSG00000215840.3",0,1.03,2.96,1.9,1.78,11.28
"ENSG00000277882.1",0,0,0,0,0,0
"ENSG00000283317.1",0,0,2.96,14.26,17.81,13.33
"ENSG00000143226.15",11.25,591.83,8.89,0.95,51.66,29.73
"ENSG00000273112.1",0,0,0,0,0,0
"ENSG00000173110.8",284.42,67.7,15.8,85.54,616.33,95.33
"ENSG00000224203.2",0,0,0,0,0,0
"ENSG00000203747.12",0,1.03,0,0,0,0
"ENSG00000224515.1",0,0,0,0,0,0
"ENSG00000244682.7",2.05,339.51,0,0,1.78,2.05
"ENSG00000225217.1",1.02,223.6,0,0.95,14.25,6.15
"ENSG00000231586.2",0,0,0,0,0,0
"ENSG00000162747.12",0,0,0,0,0,0
"ENSG00000072694.21",0,0,0,0,0,2.05
"ENSG00000234211.2",0,0,0,0,0,0
"ENSG00000213075.7",0,1.03,0,0,0,0
"ENSG00000199595.1",0,0,0,0,0,0
"ENSG00000132185.18",24.55,2.05,0,0,14.25,981.03
"ENSG00000162746.14",79.8,47.18,93.79,91.24,99.75,130.19
"ENSG00000241347.3",0,0,0,0,0,0
"ENSG00000081721.12",2237.51,1087.25,1068.19,2239.28,2666.61,1833.91
"ENSG00000226889.3",4.09,0,0,2.85,0,2.05
"ENSG00000118217.7",5607.58,4119.23,3689.3,4202.93,6546.28,9356.13
"ENSG00000229808.1",60.36,12.31,19.74,8.55,33.84,30.75
"ENSG00000162745.11",855.31,58.47,162.89,556.02,119.35,5876.93
"ENSG00000227818.1",0,0,0,0,0,0
"ENSG00000198929.13",13.3,136.42,1702.98,201.5,2516.98,108.66
"ENSG00000285636.2",0,0,0,0,0,0
"ENSG00000266144.1",0,0,0,0,0,0
"ENSG00000227094.1",0,0,0,0,57,0
"ENSG00000252262.1",0,0,4.94,0,8.02,0
"ENSG00000207729.3",0,0,0,0,3.56,0
"ENSG00000254706.3",0,0,0,0,0,0
"ENSG00000171722.13",0,0,0,0,0,0
"ENSG00000239887.6",30.69,423.62,4975.66,539.86,7730.85,232.7
"ENSG00000198574.6",4.09,0,0,1.9,29.39,4.1
"ENSG00000227243.3",0,0,0,0,0,0
"ENSG00000152332.16",9501.47,3432.01,8287.84,9328.76,15518.7,8464.29
"ENSG00000227941.1",0,0,0,1.9,0,0
"ENSG00000259788.1",0,0,0,0,0,0
"ENSG00000117143.13",8344.35,2427.84,4967.77,22259.76,4813.97,11579.58
"ENSG00000272574.1",6.14,0,1.97,16.16,9.8,19.48
"ENSG00000162733.19",2142.36,4705.93,8965.08,129.26,1490.95,1752.93
"ENSG00000243173.3",0,0,1.97,0,0,0
"ENSG00000132196.16",1040.49,1289.31,1909.31,3102.3,2457.31,710.4
"ENSG00000185860.13",35.81,0,0,0,1.78,353.66
"ENSG00000230739.1",0,0,0,0,0,0
"ENSG00000227667.1",0,0,0,0,0,0
"ENSG00000117152.14",147.33,0,1844.15,118.81,11021.8,59.46
"ENSG00000143248.13",189.27,20.51,22.71,107.4,73.92,42.03
"ENSG00000232892.1",0,0,0,0,0,0
"ENSG00000225755.2",0,0,0,0,0,0
"ENSG00000232995.7",17.39,11.28,20.73,53.23,100.64,32.8
"ENSG00000237756.1",0,0,0,0,0,0
"ENSG00000143228.13",1886.59,1929.35,2034.69,2950.23,1730.53,1234.23
"ENSG00000225122.1",0,0,0,0,0,0
"ENSG00000200327.1",0,0,0,0,0,0
"ENSG00000212527.1",0,0,0,0,0,0
"ENSG00000228289.1",0,0,0,0,0,0
"ENSG00000212538.2",0,0,0,0,0,0
"ENSG00000225719.2",0,0,0,0,0,0
"ENSG00000199849.1",0,0,0,0,0,0
"ENSG00000213070.3",0,0,0,0,0,0
"ENSG00000185630.19",682.4,1645.23,4323.1,132.11,4821.98,2627.34
"ENSG00000207082.1",0,0,0,0,0,0
"ENSG00000269887.1",0,1.03,0,0,16.92,6.15
"ENSG00000276359.1",0,0,0,0,0,0
"ENSG00000233693.1",0,0,0,0,0,0
"ENSG00000271917.1",0,0,0,0,0,0
"ENSG00000201987.1",0,0,0,0,0,0
"ENSG00000225487.2",0,0,0,0,0,0
"ENSG00000201270.1",0,0,0,0,0,0
"ENSG00000162761.14",0,4.1,0,0,3.56,0
"ENSG00000224702.1",0,0,0,0,0,0
"ENSG00000238022.2",0,0,0,0,0,0
"ENSG00000143171.13",0,0,0,0,1.78,0
"ENSG00000237463.6",0,0,0,0,0,0
"ENSG00000230748.1",0,0,0,0,0,0
"ENSG00000162763.4",0,0,0,0,0,0
"ENSG00000237783.2",0,0,0,0,0,0
"ENSG00000236206.2",0,2.05,0,11.41,0,6.15
"ENSG00000143198.13",2994.6,1826.78,2043.58,3299.05,3591.99,5857.45
"ENSG00000143149.12",2890.24,2719.14,4674.56,6979.22,7952.62,4349.52
"ENSG00000206990.1",0,0,0,0,0,0
"ENSG00000230175.1",0,0,0,0,0,0
"ENSG00000225272.2",0,0,0,0,0,0
"ENSG00000215838.4",0,2.05,1.97,0,1.78,1.03
"ENSG00000273365.1",6.14,4.1,0,1.9,0,10.25
"ENSG00000143183.18",5337.48,5902.93,6281.77,2989.2,8445.15,5989.69
"ENSG00000224358.1",10.23,29.75,47.39,14.26,29.39,19.48
"ENSG00000230659.3",0,0,0,0,0,0
"ENSG00000143179.16",7558.62,4134.62,3441.5,4239.05,5654.74,7303.87
"ENSG00000236364.4",13.3,0,0,0,0,0
"ENSG00000283936.1",0,0,0,0,0,0
"ENSG00000271527.1",0,0,0,0,0,0
"ENSG00000226292.1",0,0,0,0,0,0
"ENSG00000207341.1",0,0,0,0,0,0
"ENSG00000188859.7",518.71,4.1,21.72,172.98,5146.18,917.47
"ENSG00000203307.2",9.21,2.05,0,1.9,0,3.08
"ENSG00000230898.1",2.05,0,0,0,23.16,6.15
"ENSG00000215952.1",0,0,0,0,0,0
"ENSG00000229588.2",0,0,0,0,171.9,9.23
"ENSG00000215835.2",295.67,188.73,198.43,229.06,285.9,181.44
"ENSG00000225325.1",0,0,0,0,0,0
"ENSG00000230231.1",0,0,0,0,0,0
"ENSG00000234142.2",0,0,1.97,0,12.47,5.13
"ENSG00000238087.3",0,0,0,0,0,0
"ENSG00000215834.10",0,0,0,0,0,0
"ENSG00000234984.1",0,0,0,0,0,0
"ENSG00000232341.2",4.09,1.03,0,0,0,0
"ENSG00000232148.1",0,0,0,0,0,0
"ENSG00000232223.1",0,0,0,0,0,0
"ENSG00000143157.12",6927.37,4327.45,4582.74,6243.57,10152.53,8949.16
"ENSG00000152382.6",627.16,728.25,616.03,875.37,1800.01,1591.99
"ENSG00000225171.2",0,14.36,0,0,0,34.85
"ENSG00000143195.13",390.82,1213.41,378.11,67.48,26579.69,2746.26
"ENSG00000143194.13",2.05,18.46,1.97,0,1206.83,39.98
"ENSG00000200036.1",0,0,0,0,1.78,0
"ENSG00000227907.1",0,0,0,0,0,0
"ENSG00000143167.12",0,0,0,0,78.38,10.25
"ENSG00000198842.10",4.09,2.05,1.97,0,5.34,265.5
"ENSG00000213068.3",0,0,0,0,0,0
"ENSG00000231605.6",2.05,2.05,0,0,3.56,4.1
"ENSG00000272205.1",6.14,2.05,9.87,19.01,5.34,3.08
"ENSG00000143190.23",1486.56,1019.55,1426.55,1527.39,2808.22,2140.42
"ENSG00000272033.1",0,2.05,0,0,0,0
"ENSG00000198821.11",10.23,0,5.92,0,5.34,6.15
"ENSG00000287218.1",0,7.18,100.7,44.67,17.81,8.2
"ENSG00000233411.1",0,0,0,0,0,0
"ENSG00000273160.1",0,0,0,0,0,0
"ENSG00000227776.1",0,0,0,0,0,0
"ENSG00000143162.9",373.43,373.36,1437.41,1259.36,1491.84,1589.94
"ENSG00000231029.2",0,0,0,0,0,0
"ENSG00000241666.2",0,0,0,0,0,0
"ENSG00000198771.11",4.09,0,0,0,5.34,0
"ENSG00000197965.12",8044.59,8541.05,8766.64,6019.26,11216.86,12116.74
"ENSG00000143199.18",28.65,0,3.95,1.9,13.36,10.25
"ENSG00000250762.1",0,0,3.95,3.8,6.23,2.05
"ENSG00000232194.1",2.05,0,3.95,1.9,15.14,6.15
"ENSG00000143158.11",1622.63,879.03,2706.01,1804.92,2893.72,2662.2
"ENSG00000143164.15",5325.2,1629.85,4127.63,3896.88,4909.27,9279.25
"ENSG00000221545.1",0,0,0,0,0,0
"ENSG00000224837.1",198.48,108.72,237.92,141.62,129.14,62.53
"ENSG00000143147.15",2396.09,4469,3209.5,3626.95,8472.76,5145
"ENSG00000143155.13",2508.63,2973.52,3942.03,4702.87,4249.3,5310.04
"ENSG00000237049.1",0,0,0,0,0,0
"ENSG00000237131.1",0,0,0,0,0,0
"ENSG00000213064.10",2522.95,1978.59,6040.89,2728.77,6807.24,3074.29
"ENSG00000214262.4",0,0,0,0,0,0
"ENSG00000206880.1",0,0,0,0,0,0
"ENSG00000143178.13",135.05,92.31,257.67,43.72,118.46,205.02
"ENSG00000227722.2",0,0,0,0,0,0
"ENSG00000207974.1",0,0,0,0,0,0
"ENSG00000228697.4",0,5.13,0,0,0.89,0
"ENSG00000283255.1",0,0,0,0,0,0
"ENSG00000215833.3",0,0,0,0,0,0
"ENSG00000143185.4",0,0,0,0,0,0
"ENSG00000227777.1",2.05,0,0,0,0,0
"ENSG00000143184.5",10.23,0,1.97,0,1.78,0
"ENSG00000229757.2",0,0,0,0,0,0
"ENSG00000143196.5",6.14,113.85,0,0,0,3.08
"ENSG00000285622.1",0,0,0,0,0,0
"ENSG00000235736.1",0,0,0,0,0,0
"ENSG00000225826.2",6.14,0,1.97,0,0,6.15
"ENSG00000229612.1",0,0,0,0,0,0
"ENSG00000287831.1",0,0,0,0,0,0
"ENSG00000203601.3",0,0,0,0,0,0
"ENSG00000213063.3",0,0,0,0,0,0
"ENSG00000287282.1",0,0,0,0,0,0
"ENSG00000252987.1",0,0,0,0,0,0
"ENSG00000237707.1",0,0,0,0,0,0
"ENSG00000143153.13",1758.7,308.74,4969.74,3027.21,1450.87,732.95
"ENSG00000143156.14",1340.25,1026.73,1753.33,2705.01,1647.7,3480.23
"ENSG00000235575.1",2.05,0,0,0,0,0
"ENSG00000117475.14",2357.21,1166.23,2529.3,2737.32,2630.98,4552.49
"ENSG00000117477.12",313.07,150.78,177.7,41.82,733.9,207.07
"ENSG00000117479.15",1673.78,697.48,587.4,1060.71,912.92,1542.78
"ENSG00000234604.2",0,0,0,0,0,0
"ENSG00000213062.5",76.73,36.93,108.6,169.18,40.97,174.27
"ENSG00000198734.12",8.18,0,0,0,5.34,0
"ENSG00000174175.17",0,0,0,0,0,0
"ENSG00000000460.17",1796.55,956.98,1171.85,2724.97,2328.16,1287.53
"ENSG00000188404.10",0,0,0,4.75,7.13,22.55
"ENSG00000007908.16",2.05,0,1.97,0,69.47,2.05
"ENSG00000230704.1",0,0,0,0,0,0
"ENSG00000171806.12",377.52,192.83,224.1,600.69,304.6,305.48
"ENSG00000000457.14",473.69,790.82,571.61,867.77,415.93,976.92
"ENSG00000239494.2",7.16,8.21,0,1.9,0.89,2.05
"ENSG00000288139.1",0,0,0,0,0,0
"ENSG00000075945.13",1148.93,2373.48,2680.34,2067.25,5635.15,4421.28
"ENSG00000243051.3",0,0,0,0,0,0
"ENSG00000235378.2",0,0,0,0,0,0
"ENSG00000232959.1",0,2.05,0,0,0,0
"ENSG00000224896.2",0,0,0,0,3.56,0
"ENSG00000203740.4",0,2.05,1.97,1.9,1.78,0
"ENSG00000283340.1",0,0,0,0,0,0
"ENSG00000263390.1",0,0,0,0,0,0
"ENSG00000233985.2",0,0,0,0,0,0
"ENSG00000238051.1",0,0,0,0,0,0
"ENSG00000224286.6",0,4.1,0,0,0,2.05
"ENSG00000226967.1",0,0,0,0,0,0
"ENSG00000231407.6",2.05,4.1,13.82,1.9,3.56,37.93
"ENSG00000120370.13",905.44,560.03,840.14,485.68,627.02,1112.24
"ENSG00000225545.1",0,0,1.97,0,0,0
"ENSG00000235303.1",0,0,0,0,1.78,0
"ENSG00000116132.12",2175.1,5267,5082.28,0,4164.68,265.5
"ENSG00000271811.1",2.05,17.44,9.87,0,6.23,2.05
"ENSG00000231424.3",6.14,36.93,0,8.55,0,11.28
"ENSG00000117501.15",2.05,0,0,0,0,0
"ENSG00000226552.2",0,0,0,0,0,0
"ENSG00000007933.13",6.14,0,188.56,0,0,0
"ENSG00000221390.1",0,0,0,0,0,0
"ENSG00000283598.1",0,0,1.97,0,0,0
"ENSG00000117507.6",0,2.05,0,0,0,0
"ENSG00000094963.14",0,109.75,0,0,0,0
"ENSG00000225243.5",0,0,0,0,0,1.03
"ENSG00000010932.17",2.05,2.05,0,0,0,32.8
"ENSG00000206692.1",0,0,0,0,0,0
"ENSG00000230547.1",0,0,0,0.95,0,0
"ENSG00000076258.10",59.34,60.52,228.05,41.82,57,260.38
"ENSG00000285665.1",99.24,89.24,74.04,66.53,65.02,62.53
"ENSG00000268062.1",0,0,0,0,0,0
"ENSG00000239428.2",0,0,0,0,0,0
"ENSG00000234333.2",0,0,0,0,0,0
"ENSG00000117523.17",21323.32,11926.9,12257.51,25068.37,11323.74,38166.7
"ENSG00000283683.1",4.09,0,0,1.9,0.89,6.15
"ENSG00000034971.17",4.09,2.05,3.95,0,0,0
"ENSG00000233328.3",39.9,349.77,987.23,353.57,278.77,424.39
"ENSG00000230364.1",20.46,20.51,16.78,20.91,11.58,15.38
"ENSG00000117533.15",520.75,689.27,670.33,402.99,602.97,1480.25
"ENSG00000232261.1",0,0,0,0,0,0
"ENSG00000271459.1",0,0,0,0,0,0
"ENSG00000236741.4",0,0,0,0,0,0
"ENSG00000253060.1",0,0,0,0,0,0
"ENSG00000010165.20",5481.74,3153.02,4236.22,4788.42,1617.42,4872.32
"ENSG00000213060.4",0,8.21,1.97,0,0,2.05
"ENSG00000224600.5",0,0,0.99,0,0,0
"ENSG00000197959.14",135.05,102.57,1063.25,100.75,118.46,424.39
"ENSG00000233540.1",8.18,0,2.96,0,1.78,0
"ENSG00000230630.5",1.02,169.24,0,0,1.78,280.88
"ENSG00000283844.1",0,0,0,0,0,0
"ENSG00000283152.1",0,0,0,0,0,1.03
"ENSG00000208024.1",0,0,0,0,0,0
"ENSG00000287336.1",6.14,2.05,1.97,0,0,0
"ENSG00000206684.1",0,0,0,0,0,0
"ENSG00000135845.10",984.22,889.29,2301.24,1834.39,664.43,3608.37
"ENSG00000180999.11",0,0,0,0,0,2.05
"ENSG00000094975.14",3505.12,3052.5,4763.41,2449.33,3272.25,11412.49
"ENSG00000251943.1",0,0,0,0,0,0
"ENSG00000117560.8",0,0,0,0,0,4.1
"ENSG00000229785.1",2.05,2.05,10.86,1.9,8.02,5.13
"ENSG00000279061.1",0,0,0,0,0,0
"ENSG00000224228.2",3.07,0,0,13.31,0,66.63
"ENSG00000227177.1",9.21,0,0.99,2.85,0,0
"ENSG00000224000.1",0,0,0,0,0,2.05
"ENSG00000120337.10",2.05,10.26,9.87,0,5.34,13.33
"ENSG00000230849.2",24.55,11.28,36.53,47.52,11.58,7.18
"ENSG00000226375.1",0,0,0,0.95,0,3.08
"ENSG00000117586.11",71.62,41.03,250.76,13.31,694.71,2403.87
"ENSG00000232751.1",0,0,0,0,0,0
"ENSG00000231615.2",0,0,0,0,0,0
"ENSG00000203739.4",70.59,49.23,169.8,51.32,35.63,260.38
"ENSG00000117592.9",17589.03,8986.2,15743.43,19257.26,5441.88,30677.28
"ENSG00000162753.13",2.05,0,0,0,4.45,0
"ENSG00000238272.1",0,0,0,0,0,0
"ENSG00000285777.1",0,0,0,0,4.45,0
"ENSG00000183831.7",4.09,25.64,109.58,0,89.96,48.18
"ENSG00000232113.3",0,0,0,0,0,0
"ENSG00000076321.11",1167.35,987.75,1481.84,1700.37,901.34,2814.94
"ENSG00000225591.2",0,0,1.97,0,0,0
"ENSG00000200674.1",2.05,0,0,0,1.78,4.1
"ENSG00000120334.16",1830.31,619.53,799.66,2045.39,648.39,1937.45
"ENSG00000252357.1",0,0,0,0,0,0
"ENSG00000117593.12",3186.94,1769.34,5932.29,10928.38,842.56,4027.64
"ENSG00000234741.8",16528.08,7185.06,2928.14,9228.96,1968.34,16937.81
"ENSG00000270084.2",5.12,36.93,17.77,0.95,12.47,29.73
"ENSG00000185278.15",388.78,688.25,561.74,1183.32,722.32,1119.41
"ENSG00000117601.15",14.32,0,1.97,3.8,0,5.13
"ENSG00000252231.1",0,0,0,0,0,0
"ENSG00000135870.12",1061.97,694.4,991.18,1320.19,893.32,962.57
"ENSG00000200755.1",0,0,0,0,0,0
"ENSG00000236535.1",0,0,0,0,0,0
"ENSG00000224977.1",2.05,1.03,0,0,0,0
"ENSG00000225713.5",0,0,0,0,0,0
"ENSG00000227373.6",0,0,0,5.7,0,0
"ENSG00000152061.24",962.73,651.32,1360.41,1635.74,814.95,1736.53
"ENSG00000237317.2",0,0,0,0,0,0
"ENSG00000203737.5",2.05,0,0,0,0,0
"ENSG00000223828.1",0,0,0,0,0,0
"ENSG00000231378.1",0,0,0,0,0,0
"ENSG00000237249.1",0,0,0,0,0,0
"ENSG00000223525.1",0,0,0,0,0,0
"ENSG00000235869.1",0,0,0,0,0,0
"ENSG00000229531.6",1.02,0,0,0.95,0,0
"ENSG00000252552.1",0,0,0,0,0,0
"ENSG00000287697.1",12.28,7.18,9.87,23.76,5.34,6.15
"ENSG00000116161.18",8691.18,5128.53,7127.84,12581.23,2790.41,2906.17
"ENSG00000120333.4",1029.23,820.56,1605.24,2288.71,667.1,1154.27
"ENSG00000206659.1",1.02,0,0,0,0,0
"ENSG00000181101.7",1.02,0,0,0,3.56,0
"ENSG00000120332.16",2.05,36.93,1.97,24.71,56.11,197.85
"ENSG00000235750.10",2.05,923.13,4144.41,435.31,2896.4,822.13
"ENSG00000230687.1",0,0,0,0,0,0
"ENSG00000233946.2",0,0,0,0,0,0
"ENSG00000260990.1",0,0,0.99,0,0,0
"ENSG00000116147.17",0,25.64,0,0,7.13,2.05
"ENSG00000235628.1",0,0,0,0,0,0
"ENSG00000224718.1",0,0,0,0,0,0
"ENSG00000227740.2",6.14,9.23,0,1.9,0.89,0
"ENSG00000230777.1",0,0,0,0,0,0
"ENSG00000143207.21",1828.27,1950.89,1879.7,2275.4,1716.28,2344.41
"ENSG00000252906.1",0,0,0,0,0,1.03
"ENSG00000228686.2",0,0,0,0,0,0
"ENSG00000236021.2",0,2.05,45.41,6.65,2.67,18.45
"ENSG00000273629.1",0,0,0,0,0,0
"ENSG00000232463.1",0,0,0,0,0,0
"ENSG00000253025.1",0,0,0,0,0,0
"ENSG00000227815.2",0,4.1,0,0,1.78,11.28
"ENSG00000231020.1",0,0,0,0,0,0
"ENSG00000225904.1",0,0,0,0,0,0
"ENSG00000116183.11",46.04,83.08,0,50.37,76.6,1218.85
"ENSG00000237514.3",0,0,0,0.95,0,0
"ENSG00000286754.1",0,0,0,0,0,0
"ENSG00000152092.16",1.02,2544.77,0,1.9,665.32,1186.05
"ENSG00000202609.4",0,0,0,0,0,0
"ENSG00000198797.7",4.09,1314.95,0,0,511.23,127.11
"ENSG00000224968.2",0,0,0,0,0,0
"ENSG00000227579.6",4.09,0,0,0,0,0
"ENSG00000236720.2",0,0,0,0,0,0
"ENSG00000120341.18",2.05,0,4.94,3.8,0.89,14.35
"ENSG00000254154.8",3.07,2.05,0,0.95,5.34,9.23
"ENSG00000242193.11",16.37,250.27,0,174.88,451.56,0
"ENSG00000276563.1",0,0,0,0,0,0
"ENSG00000224687.2",98.22,10.26,31.59,91.24,57,58.43
"ENSG00000075391.17",4856.63,635.94,1585.5,3297.14,3744.3,1851.34
"ENSG00000270575.1",0,0,0,0,0,0
"ENSG00000213058.3",21.48,12.31,0,0,0,0
"ENSG00000188585.9",0,0,0,0,0,0
"ENSG00000264809.2",0,0,0,0,0,0
"ENSG00000285910.1",0,0,0,0,0,0
"ENSG00000240021.10",0,0,0,0,0,0
"ENSG00000213057.5",18.42,7.18,34.55,50.37,22.27,11.28
"ENSG00000201347.1",0,0,0,0,0,0
"ENSG00000273384.1",2.05,6.15,1.97,1.9,0,2.05
"ENSG00000266417.1",0,0,0,0,0,0
"ENSG00000273062.1",0,0,3.95,1.9,0,6.15
"ENSG00000116191.18",1726.98,988.78,1687.18,1851.5,490.75,945.15
"ENSG00000228196.1",21.48,0,5.92,42.77,16.03,6.15
"ENSG00000201791.1",0,0,0,0,0,0
"ENSG00000116194.13",4.09,372.33,826.32,0,445.33,0
"ENSG00000116199.12",4437.16,2772.48,5743.73,3797.09,2364.68,5059.92
"ENSG00000232750.2",0,0,0,0,0,0
"ENSG00000186283.14",1589.89,1246.23,3940.05,2862.78,1563.09,1973.33
"ENSG00000143322.21",24337.36,3196.1,3183.83,6334.81,2561.51,6476.61
"ENSG00000234041.1",0,0,0,0,0,0
"ENSG00000231905.2",0,0,0,0,0,0
"ENSG00000212338.1",0,0,0,0,0,0
"ENSG00000201619.1",0,0,0,0,0,0
"ENSG00000231564.1",0,0,0,0,0,0
"ENSG00000225711.1",0,0,0,0,0,0
"ENSG00000223794.1",0,0,0,0,0,0
