"","PDX22","PDX43","PDX59","G83","PDX10","HK281"
"ENSG00000078674.18",9128.04,8824.14,4304.34,7741.49,11185.68,3753.93
"ENSG00000104763.20",4020.76,2986.85,3756.43,1713.68,3714.9,2400.8
"ENSG00000245281.8",23.53,45.13,19.74,35.17,14.25,16.4
"ENSG00000253384.1",2.05,4.1,1.97,0.95,0.89,0
"ENSG00000286542.1",12.28,0,0,29.46,1.78,0
"ENSG00000171428.15",226.1,138.47,275.44,126.41,323.31,77.91
"ENSG00000254015.1",0,0,0,0,0,0
"ENSG00000253937.1",0,0,0,0,0,0
"ENSG00000244593.1",0,0,0,0.95,0,0
"ENSG00000285624.2",0,0,0,0,0,0
"ENSG00000271654.1",0,0,0,0,0,0
"ENSG00000156006.5",0,2.05,15.8,3.8,8.91,28.7
"ENSG00000156011.17",2536.25,8520.53,3335.87,1271.71,6778.74,9606.26
"ENSG00000187229.3",38.88,0,0,19.01,7.13,0
"ENSG00000244018.1",6.14,1.03,0,0.95,1.78,0
"ENSG00000283402.1",0,0,0,0,0,0
"ENSG00000278886.1",0,0,0,0,0,0
"ENSG00000201157.1",0,0,0,0,0,0
"ENSG00000253335.1",0,0,0,0,0,0
"ENSG00000270255.1",0,0,0,0,0,0
"ENSG00000253557.6",5.12,0,0,0,0,9.23
"ENSG00000254242.2",0,0,0,0,0,0
"ENSG00000250316.1",0,0,0,0,0,0
"ENSG00000254201.1",0,0,0,0,0,0
"ENSG00000253280.1",0,0,0,0,0,0
"ENSG00000279919.1",0,0,0,0,0,0
"ENSG00000104611.12",3812.05,2197.06,393.91,2148.99,2080.56,130.19
"ENSG00000279858.1",0,18.46,0,0,1.78,0
"ENSG00000147408.14",14.32,6897.87,92.8,18.06,1423.26,406.97
"ENSG00000253270.1",2.05,0,0,0,0,0
"ENSG00000104613.12",3314.82,7442.52,3321.06,2553.88,3909.07,3161.42
"ENSG00000175445.17",0,71.8,263.59,0,324.2,6.15
"ENSG00000253775.2",2.05,0,7.9,0,10.69,19.48
"ENSG00000242709.1",0,0,0,0,0,0
"ENSG00000036565.15",0,32.82,0,0,551.31,0
"ENSG00000147416.11",15747.46,8127.69,5902.68,3545.21,11905.33,2799.56
"ENSG00000222267.1",0,0,0,0,0,0
"ENSG00000061337.15",1215.44,6627.08,8557.35,252.82,16444.98,110.71
"ENSG00000253733.3",0,2.05,0,0,0,0
"ENSG00000274467.1",0,0,0,0,0,0
"ENSG00000253164.5",0,2.05,0,0,0,0
"ENSG00000253178.1",0,0,0,0,0,0
"ENSG00000253300.2",0,0,0,0,0,0
"ENSG00000253866.1",0,0,0,0,0,0
"ENSG00000254260.1",0,0,0,0,0,0
"ENSG00000254092.2",0,0,0,0,0,277.8
"ENSG00000253147.5",0,0,0,0,0,1.03
"ENSG00000254026.1",0,0,0,0,0,0
"ENSG00000253199.2",0,0,0,0,0,1.03
"ENSG00000254040.2",0,0,0,0,0,0
"ENSG00000280215.1",0,0,0,0,0,0
"ENSG00000286346.1",0,0,0,0,0,0
"ENSG00000254334.2",0,0,0,0,0,0
"ENSG00000168546.11",0,38.98,3.95,3.8,561.11,99.44
"ENSG00000273484.1",0,0,0,0,0,0
"ENSG00000147443.13",0,0,0,0,0,43.05
"ENSG00000130227.17",8301.38,7161.47,6581.89,7652.15,9916.51,8726.72
"ENSG00000158806.14",0,10.26,15.8,4.75,1.78,104.56
"ENSG00000158815.11",6.14,18.46,3.95,0,7.13,6.15
"ENSG00000158856.18",32.74,73.85,991.18,1978.86,1127.56,514.6
"ENSG00000158863.22",1836.45,2214.5,1819.47,1548.3,2707.58,2354.67
"ENSG00000275074.2",124.82,150.78,566.67,312.7,322.42,187.59
"ENSG00000168453.16",6.14,28.72,62.2,0,276.99,11.28
"ENSG00000288677.1",0,0,0,0,0,0
"ENSG00000168476.12",2121.9,1818.58,1716.8,2461.69,2470.67,1932.32
"ENSG00000168481.9",2.05,98.47,3.95,0,30.28,205.02
"ENSG00000168484.13",4.09,0,0,0,0,3.08
"ENSG00000168487.20",4288.81,3406.37,760.17,974.22,5940.64,13642.09
"ENSG00000177725.6",4.09,2.05,0,0,3.56,0
"ENSG00000285881.1",6.14,0,0,0,0,1.03
"ENSG00000168490.14",56.27,258.48,25.67,24.71,65.02,132.24
"ENSG00000208037.1",2.05,7.18,3.95,2.85,1.78,6.15
"ENSG00000168495.13",5193.22,7907.16,2520.41,2733.52,5411.59,7980.44
"ENSG00000254064.1",0,0,0,0,0,0
"ENSG00000197181.12",32.74,150.78,15.8,3.8,5.34,256.28
"ENSG00000104635.15",19555.42,10995.56,7112.04,9770.72,5981.61,35903.27
"ENSG00000241026.1",0,0,0,0,0,0
"ENSG00000201761.1",0,0,0,0,0,0
"ENSG00000120910.15",3561.39,937.49,584.44,152.07,1235.33,752.43
"ENSG00000251034.2",16.37,12.31,0,0,1.78,2.05
"ENSG00000254272.1",2.05,0,0,0,0,0
"ENSG00000120896.14",4654.05,6957.36,4545.23,5077.36,5104.32,3434.1
"ENSG00000287467.1",12.28,0,0,0,3.56,0
"ENSG00000254230.1",0,2.05,0,0,0,0
"ENSG00000120913.23",410.26,424.64,807.56,646.31,485.4,514.6
"ENSG00000248235.6",0,0,0,0,0,0
"ENSG00000241852.10",999.56,811.33,1029.69,413.45,243.15,394.67
"ENSG00000158941.16",12760.03,17902.66,11833.98,9739.36,11769.95,6222.39
"ENSG00000253200.1",247.59,134.37,82.93,50.37,429.29,128.14
"ENSG00000147439.13",1963.32,1942.69,786.83,659.62,1010,1062.01
"ENSG00000261026.1",4.09,15.39,0,0,5.34,2.05
"ENSG00000179388.9",69.57,218.48,5.92,28.51,239.59,17.43
"ENSG00000253125.1",15.35,0,0,0,10.69,8.2
"ENSG00000287812.1",6.14,0,0,11.41,0,6.15
"ENSG00000134020.8",4.09,49.23,0,0,8.02,0
"ENSG00000248738.6",0,0,0,0,0,0
"ENSG00000253142.1",0,0,0,0,0,0
"ENSG00000240116.3",0,0,0,0,0,0
"ENSG00000245025.3",386.73,287.2,219.17,70.33,334.88,45.1
"ENSG00000008853.17",1469.16,3335.59,1642.76,1413.33,4895.91,1916.95
"ENSG00000120889.13",16384.85,19614.56,6156.4,3158.38,15125.03,17740.46
"ENSG00000246130.1",58.32,0,5.92,0,39.19,4.1
"ENSG00000253616.5",9.21,19.49,0,12.36,50.77,18.45
"ENSG00000284948.1",1.02,9.23,35.54,84.59,47.2,19.48
"ENSG00000284956.1",0,0,0,0,0,0
"ENSG00000173535.15",0,13.33,12.83,9.5,17.81,7.18
"ENSG00000173530.6",1.02,174.37,0,2169.9,16.03,0
"ENSG00000253930.1",0,0,0,0,0,0
"ENSG00000104689.10",322.27,100.52,0,1647.15,322.42,67.66
"ENSG00000243265.1",0,0,0,0,0,0
"ENSG00000246582.3",95.15,37.95,0,366.88,43.64,10.25
"ENSG00000250714.3",0,2.05,0,49.42,0,3.08
"ENSG00000147457.14",4467.85,5657.79,2792.89,3311.4,4734.7,3434.1
"ENSG00000104679.12",2256.95,1773.44,1291.3,1895.22,3330.14,1039.46
"ENSG00000134013.16",9353.12,33537.48,14378.09,7404.08,5109.66,52004.59
"ENSG00000253837.1",48.09,137.44,0,3.8,0,45.1
"ENSG00000197217.13",2991.53,4652.6,2585.57,2978.74,4568.15,5192.16
"ENSG00000253390.1",6.14,20.51,1.97,51.32,26.72,8.2
"ENSG00000253483.1",0,0,0,0,0,0
"ENSG00000287166.1",12.28,30.77,7.9,29.46,24.05,36.9
"ENSG00000253986.1",0,0,0,0,0,0
"ENSG00000147454.14",7479.84,5387,1118.54,2914.11,3238.41,3044.56
"ENSG00000252067.1",0,0,0,0,0,0
"ENSG00000253488.1",0,0,0,0,0,0
"ENSG00000167034.10",1126.43,462.59,77,219.56,845.23,677.59
"ENSG00000180053.8",460.39,0,0,0,0,0
"ENSG00000253471.1",25.58,0,0,0,0,0
"ENSG00000254002.2",0,0,0,0,0,0
"ENSG00000271118.1",0,0,0,0,0,0
"ENSG00000207027.1",0,0,0,0,0,0
"ENSG00000159167.12",1150.98,11318.66,16122.53,24.71,71098.88,15823.52
"ENSG00000207201.1",0,0,0,0,0,0
"ENSG00000253891.2",0,6.15,0,0,3.56,9.23
"ENSG00000042980.13",116.63,18.46,12.83,0,115.78,12.3
"ENSG00000253535.5",0,0,23.69,0,2.67,2.05
"ENSG00000134028.14",0,0,0,0,0,0
"ENSG00000069206.15",0,0,0,0,0,2.05
"ENSG00000253643.6",0,0,0,0,2.67,0
"ENSG00000272163.1",0,4.1,39.49,0,12.47,4.1
"ENSG00000104722.14",2.05,2.05,0,0,1.78,36.9
"ENSG00000277586.4",0,90.26,13172.67,0,18.7,4357.72
"ENSG00000283327.1",0,0,0,0,0,0
"ENSG00000272157.1",0,2.05,62.2,0,53.44,10.25
"ENSG00000253832.1",0,0,12.83,0,8.91,2.05
"ENSG00000288055.1",0,0,0.99,0,8.91,2.05
"ENSG00000253670.1",0,0,0,0,0,0
"ENSG00000287185.1",0,9.23,15.8,3.8,3.56,0
"ENSG00000147459.18",28.65,1105.71,1183.69,2165.15,25.83,699.12
"ENSG00000284858.1",0,0,0,0,0,0
"ENSG00000274988.1",0,0,0,0,0,0
"ENSG00000147437.10",82.87,55.39,11.85,16.16,125.58,22.55
"ENSG00000253476.1",35.81,8.21,5.92,6.65,30.28,9.23
"ENSG00000104756.16",4911.87,1867.81,3068.33,1531.19,7436.93,822.13
"ENSG00000184661.14",3705.65,1987.82,1143.22,2326.73,4745.39,737.05
"ENSG00000253100.2",0,0,0,0,0,0
"ENSG00000253342.1",0,0,0,0,0,0
"ENSG00000285890.1",0,0,0,0,0,0
"ENSG00000254178.1",0,0,0,0,0,0
"ENSG00000221818.9",399.01,604.14,0,26.61,3.56,2.05
"ENSG00000199620.1",0,0,0,0,0,0
"ENSG00000249213.1",0,0,0,0,0,0
"ENSG00000221914.11",6833.24,5793.18,2968.61,3514.8,4256.42,2615.04
"ENSG00000228451.4",42.97,220.53,227.06,111.2,56.11,97.38
"ENSG00000104765.16",2215,11892.02,6811.92,3872.17,2780.61,5572.47
"ENSG00000253430.1",0,0,0,0,0,0
"ENSG00000251203.1",0,0,0,0,0,0
"ENSG00000254362.1",0,0,0,0,0,0
"ENSG00000240694.9",0,5663.94,2447.36,0,11079.7,262.43
"ENSG00000092964.18",5712.96,12758.75,11885.32,1485.57,18139.89,7014.79
"ENSG00000253208.1",0,0,0,0,1.78,0
"ENSG00000120907.18",0,161.04,0,0,1018.9,0
"ENSG00000240519.1",0,0,0,0,0,0
"ENSG00000253813.1",0,2.05,0,0,6.23,0
"ENSG00000275115.1",0,1.03,0,0,0,1.03
"ENSG00000215288.5",0,0,0,0,0,0
"ENSG00000221616.1",0,0,0,0,0,0
"ENSG00000253899.1",2.05,0,0,0,0,1.03
"ENSG00000253903.2",0,0,0,0,0,0
"ENSG00000253888.2",0,0,0,0,0,0
"ENSG00000015592.16",13.3,8.21,0,0,379.42,26.65
"ENSG00000104228.13",2363.35,1971.41,1387.06,1128.2,3340.83,1190.15
"ENSG00000120899.18",68.55,508.75,1760.24,67.48,1133.8,741.15
"ENSG00000273836.1",0,0,0,0,0,0
"ENSG00000120903.13",0,0,0,0,3.56,2.05
"ENSG00000120915.14",9.21,69.75,172.77,0,599.41,116.86
"ENSG00000234770.1",0,0,0,0,0,0
"ENSG00000120885.22",11497.53,35862.75,14452.13,1838.19,37343.21,4612.97
"ENSG00000284280.1",0,0,0,0,0,0
"ENSG00000168077.14",4806.5,10607.84,1317.96,0,4811.3,1147.09
"ENSG00000222862.2",0,2.05,0,0,0,0
"ENSG00000253560.1",0,0,0,0,0,0
"ENSG00000279302.3",0,30.77,0,0,0,2.05
"ENSG00000265075.1",0,0,0,0,0,0
"ENSG00000284351.1",0,0,0,0,0,0
"ENSG00000253875.2",6.14,59.49,0,0,1.78,0
"ENSG00000147419.19",3787.49,10503.22,3128.55,1630.04,2952.51,1553.03
"ENSG00000171320.15",1252.27,1200.07,809.53,947.61,1480.26,214.25
"ENSG00000202242.1",0,0,0,0,0,0
"ENSG00000168078.10",2556.71,1285.21,2532.26,2239.28,2666.61,511.53
"ENSG00000253176.3",0,0,0,0.95,0,0
"ENSG00000168079.17",2.05,46.16,39.49,0,67.69,68.68
"ENSG00000265847.1",0,0,0,0,0,0
"ENSG00000253290.1",0,2.05,0,0,0,0
"ENSG00000253615.1",0,0,0,0,0,0
"ENSG00000253397.1",0,0,0,0,0,0
"ENSG00000189233.12",8.18,0,0,0,0,22.55
"ENSG00000134014.17",3862.18,3578.68,2042.59,752.76,3266.02,1433.1
"ENSG00000250516.1",0,7.18,0,0,0,0
"ENSG00000253907.1",0,0,0,0,0,0
"ENSG00000253690.1",0,1.03,0,0,0,0
"ENSG00000239198.1",0,0,0,0,0,0
"ENSG00000168081.9",6.14,44.11,0,0,0,0
"ENSG00000186918.14",2039.03,9691.89,2808.68,1583.47,2607.83,1334.69
"ENSG00000214050.8",2.05,227.71,305.06,245.22,366.06,412.09
"ENSG00000286804.1",0,4.1,1.97,0,0,2.05
"ENSG00000254370.1",0,2.05,1.97,0.95,1.78,0
"ENSG00000207361.1",0,0,0,0,0,0
"ENSG00000253567.1",0,2.05,3.95,0,0,2.05
"ENSG00000104290.11",9.21,8036.4,2967.63,568.37,5478.39,454.12
"ENSG00000265251.1",0,0,0.99,0,0,0
"ENSG00000202411.1",0,0,0,0,0,0
"ENSG00000012232.9",5887.91,95343.39,19190.86,4034.7,57015.91,5620.65
"ENSG00000246339.6",2.05,43.08,33.57,16.16,118.46,15.38
"ENSG00000104299.15",1750.51,1433.94,1096.82,1505.53,1357.35,721.67
"ENSG00000254034.2",0,0,0,0,0,0
"ENSG00000242958.1",0,0,0,0,0,0
"ENSG00000147421.18",678.31,1575.48,523.23,647.26,1608.52,626.34
"ENSG00000273710.1",0,0,0,0,0,0
"ENSG00000259196.1",0,0,0,0,0,0
"ENSG00000200719.1",0,0,0,0,0,0
"ENSG00000259366.1",48.09,127.19,28.63,36.12,135.38,30.75
"ENSG00000197892.13",1391.41,3023.78,5410.05,1378.17,7606.16,5696.51
"ENSG00000259607.1",2.05,0,0,0,3.56,4.1
"ENSG00000254129.1",0,0,0,0,2.67,0
"ENSG00000253770.1",0,0,0,0,0,0
"ENSG00000120875.9",9775.66,3125.32,11353.2,107.4,9233.38,3924.1
"ENSG00000285601.1",34.79,10.26,16.78,0,25.83,10.25
"ENSG00000260253.1",2.05,0,7.9,0,3.56,0
"ENSG00000253632.1",0,1.03,3.95,0,0,2.05
"ENSG00000253182.1",4.09,0,2.96,0,0.89,0
"ENSG00000280147.1",0,0,0,0,0,0
"ENSG00000243844.1",0,0,0,0,0,0
"ENSG00000251191.8",14.32,0,516.32,0,39.19,33.83
"ENSG00000253490.5",0,0,0,0,1.78,0
"ENSG00000248964.7",14.32,0,1.97,0,9.8,30.75
"ENSG00000254086.1",0,0,0,0,0,0
"ENSG00000253604.1",0,0,0,0,0,0
"ENSG00000253279.6",0,0,0,0,0,0
"ENSG00000264788.1",0,0,0,0,0,0
"ENSG00000254013.1",17.39,32.82,48.37,14.26,26.72,60.48
"ENSG00000239175.1",0,0,0,0,0,0
"ENSG00000133872.14",5857.21,13209.03,8737.03,3558.52,17239.44,8024.52
"ENSG00000272256.1",7.16,4.1,0.99,0,33.84,2.05
"ENSG00000104660.19",1702.43,3768.44,3075.24,810.74,6136.58,1697.57
"ENSG00000241511.1",3.07,2.05,0,0,0.89,3.08
"ENSG00000177669.4",0,2.05,6.91,0,20.48,4.1
"ENSG00000271869.1",34.79,32.82,73.06,7.6,28.5,12.3
"ENSG00000104671.8",1056.86,626.71,652.56,368.78,1339.54,564.83
"ENSG00000253708.1",0,0,0,0,0,0
"ENSG00000285669.1",45.02,40,9.87,10.46,127.36,12.3
"ENSG00000272375.1",6.14,10.26,1.97,0,21.38,2.05
"ENSG00000248159.1",4.09,3.08,0,0,4.45,6.15
"ENSG00000254316.1",0,0,0,0,0,0
"ENSG00000287590.1",0,0,0,0,0,0
"ENSG00000253346.1",0,0,0,0,0,0
"ENSG00000254152.1",0,0,0,0,0,0
"ENSG00000127589.4",621.02,556.96,1347.58,644.41,1143.6,815.98
"ENSG00000254109.6",22.51,4.1,41.46,3.8,87.28,14.35
"ENSG00000157110.16",1524.41,5239.3,919.12,240.47,6626.44,841.61
"ENSG00000279041.1",37.85,82.06,68.12,3.8,657.3,28.7
"ENSG00000197265.9",2853.41,3223.79,1782.95,996.08,1962.1,1471.03
"ENSG00000253112.1",1.02,0,0,0,0,0
"ENSG00000253457.3",0,0,0,0,0,0
"ENSG00000254172.1",0,0,0,0,0,0
"ENSG00000104687.14",7196.44,7267.12,5383.39,3123.21,4050.68,2715.5
"ENSG00000104691.16",1316.72,468.75,372.19,427.71,489.86,199.9
"ENSG00000271081.1",0,0,0,0,0,0
"ENSG00000104695.13",7072.65,6262.96,3151.25,1766.9,10197.06,2825.19
"ENSG00000133863.9",0,413.36,276.43,824.05,568.24,70.73
"ENSG00000253204.1",2.05,0,1.97,0,0,0
"ENSG00000253793.1",0,2.05,1.97,0,0,0
"ENSG00000172733.12",0,455.41,324.8,52.28,183.47,106.61
"ENSG00000165392.11",2863.64,2625.8,1180.73,908.64,2045.83,1453.6
"ENSG00000253579.1",0,0,0,0,0,0
"ENSG00000253961.1",0,0,0,0,1.78,0
"ENSG00000229211.3",4.09,0,1.97,3.8,9.8,4.1
"ENSG00000253377.2",0,0,5.92,0,0,0
"ENSG00000254095.1",0,0,0,0,0,0
"ENSG00000253275.1",0,0,0,0,0,0
"ENSG00000287204.1",0,0,0,0,0,0
"ENSG00000222468.1",0,0,0,0,0,0
"ENSG00000157168.20",918.74,1060.58,0,211,8.91,1367.49
"ENSG00000286648.1",0,0,0,0,0,0
"ENSG00000253974.6",0,0,0,0,3.56,0
"ENSG00000252261.1",0,0,0,0,0,0
"ENSG00000200246.1",0,0,0,0,0,0
"ENSG00000254049.2",0,0,0,0,0,0
"ENSG00000286131.1",0,0,0,0,0,0
"ENSG00000212407.1",0,0,0,0,0,0
"ENSG00000247134.7",2.05,104.62,598.26,136.87,148.74,16.4
"ENSG00000254346.2",0,0,0,0,0,0
"ENSG00000254090.1",0,0,0,0,0,0
"ENSG00000253393.1",0,0,0,0,0,0
"ENSG00000253993.1",0,0,0,0,5.34,0
"ENSG00000252735.1",0,0,0,0,0,0
"ENSG00000272338.2",14.32,31.8,0,9.5,13.36,8.2
"ENSG00000172728.16",514.62,943.65,494.6,256.62,553.98,389.54
"ENSG00000254061.1",0,0,0,0,0,0
"ENSG00000129696.13",1007.75,1935.51,1051.41,681.48,1737.66,877.49
"ENSG00000198042.11",3943,5429.06,2069.24,1690.87,2701.34,1219.87
"ENSG00000239039.1",1.02,0,1.97,0,0,0
"ENSG00000253232.1",0,0,0,0,0,0
"ENSG00000252505.1",0,0,0,0,0,0
"ENSG00000253995.1",0,0,0,0,0,0
"ENSG00000133874.2",186.2,1792.93,431.42,68.43,1608.52,566.88
"ENSG00000240189.3",0,0,0,0,0,0
"ENSG00000133878.9",0,241.04,9.87,0,241.37,8.2
"ENSG00000253642.6",0,145.65,331.71,0,0,0
"ENSG00000253684.1",0,0,0,0,0,0
"ENSG00000263794.2",0,0,0,0,0,0
"ENSG00000253569.1",0,0,0.99,0,0,0
"ENSG00000240738.1",0,0,0,0,0,0
"ENSG00000188512.6",6.14,1.03,0,8.55,0.89,5.13
"ENSG00000254194.5",0,0,0,0,0,2.05
"ENSG00000254302.2",4.09,17.44,56.27,0,8.91,0
"ENSG00000253108.1",0,16.41,6.91,0,0,0
"ENSG00000254033.1",0,0,0,0,0,0
"ENSG00000215264.4",4.09,0,0,0,0,0
"ENSG00000254344.3",0,0,0,0,0,0
"ENSG00000243181.2",15.35,5.13,7.9,26.61,5.34,7.18
"ENSG00000287152.1",0,0,0,0,0,0
"ENSG00000156687.11",22.51,2812.48,522.25,0,48097.82,110.71
"ENSG00000279099.1",0,0,0,0,8.02,0
"ENSG00000232024.2",746.86,707.74,463.01,990.38,746.37,781.13
"ENSG00000286693.1",2.05,10.26,285.31,0,16.92,0
"ENSG00000253452.6",7.16,0,492.63,0,20.48,17.43
"ENSG00000253524.1",0,2.05,0,0,0,0
"ENSG00000254309.1",0,0,0,0,0,0
"ENSG00000253504.1",0,0,0,0,0,0
"ENSG00000254384.1",0,0,0,0,0,0
"ENSG00000253685.1",0,0,0,0,0,0
"ENSG00000253610.1",0,0,0,0,0,0
"ENSG00000206871.1",0,0,0,0,0,0
"ENSG00000254320.1",0,0,0,0,0,0
"ENSG00000253363.7",0,12.31,45.41,103.6,0,0
"ENSG00000244708.1",0,0,0,4.75,0,0
"ENSG00000199985.1",0,0,0,0,0,0
"ENSG00000215262.8",8.18,0,0,0,0,0
"ENSG00000274489.1",0,0,0,0,0,0
"ENSG00000219491.7",0,0,0,0,0,0
"ENSG00000243503.2",0,0,0,0,0,0
"ENSG00000254038.1",22.51,15.39,0,0,1.78,2.05
"ENSG00000253650.1",0,3.08,1.97,2.85,5.34,3.08
"ENSG00000253123.4",370.36,2.05,0,0,4.45,2.05
"ENSG00000253746.1",4190.59,2.05,0,23.76,7.13,138.39
"ENSG00000253161.5",15109.05,13.33,0,145.42,26.72,535.1
"ENSG00000253388.1",0,0,0,0,0,0
"ENSG00000253414.3",9212.96,17.44,0,5.7,7.13,4.1
"ENSG00000254111.3",27.62,0,0,0,0,0
"ENSG00000254290.1",4552.77,2.05,0,0,0,0
"ENSG00000254306.1",1927.51,0,0,0,1.78,0
"ENSG00000253344.1",0,0,0,0,0,0
"ENSG00000223215.1",0,0,0,0,0,0
"ENSG00000183779.7",2401.2,2415.54,280.37,372.58,3845.83,692.97
"ENSG00000253181.2",0,0,1.97,0,5.34,0
"ENSG00000183154.1",14.32,14.36,5.92,0,26.72,1.03
"ENSG00000147475.17",5831.64,7169.68,3858.11,1541.65,6805.46,2765.73
"ENSG00000233170.4",47.06,59.49,67.13,47.52,19.59,29.73
"ENSG00000147471.12",3013.01,3622.79,2420.7,1595.82,3477.1,2090.19
"ENSG00000020181.18",69.57,3076.09,64.17,422.95,831.87,1340.84
"ENSG00000104221.13",1343.32,744.66,512.37,310.8,1975.46,768.83
"ENSG00000156675.16",20.46,4.1,5.92,1111.09,52.55,1601.21
"ENSG00000280064.1",0,0,0,0,0,0
"ENSG00000241032.3",0,0,0,0,0,0
"ENSG00000169154.7",0,0,0,0,0,0
"ENSG00000285880.1",0,0,0,0,0,0
"ENSG00000188778.6",0,0,0,0,0,0
"ENSG00000270865.1",0,0,0,0,0,0
"ENSG00000187840.5",5733.42,10842.73,3661.65,2737.32,2832.27,7085.52
"ENSG00000260949.1",4.09,18.46,0.99,4.75,14.25,19.48
"ENSG00000286677.1",0,5.13,3.95,0,4.45,2.05
"ENSG00000272128.1",2.05,0,0,0,0,2.05
"ENSG00000129691.16",2919.91,2491.44,1925.11,1502.68,4980.52,1652.47
"ENSG00000253437.1",0,2.05,0,0,0,0
"ENSG00000240015.2",0,0,0,0,0.89,0
"ENSG00000147465.12",4.09,53.34,7.9,0.95,5.34,6.15
"ENSG00000253356.1",0,14.36,5.92,2.85,2.67,0
"ENSG00000175324.10",2298.89,2411.43,1616.1,897.23,2775.27,759.6
"ENSG00000253739.1",1.02,0,0,0,0,0
"ENSG00000156735.11",1208.27,1944.74,892.46,739.46,1222.86,621.21
"ENSG00000248585.2",0,0,0,0,0,0
"ENSG00000285632.1",0,0,0,0,1.78,0
"ENSG00000085788.14",2060.51,3099.68,2311.12,1264.11,3702.44,1934.37
"ENSG00000147535.17",1160.19,1700.62,706.86,453.37,2153.59,2603.77
"ENSG00000147548.17",5225.96,8194.36,4332.97,2519.67,7522.44,4384.37
"ENSG00000255487.1",3.07,1.03,0,0,2.67,0
"ENSG00000254898.1",0,0,0.99,0.95,0,2.05
"ENSG00000272092.1",8.18,8.21,13.82,2.85,26.72,12.3
"ENSG00000165046.13",1299.33,192.83,280.37,343.12,302.82,394.67
"ENSG00000077782.22",18724.66,30898.34,14072.04,1267.91,25167.12,4326.97
"ENSG00000272159.1",11.25,41.03,11.85,0,37.41,3.08
"ENSG00000255201.1",8.18,0,3.95,0.95,0.89,0
"ENSG00000239218.2",46.04,70.77,28.63,5.7,197.72,10.25
"ENSG00000196166.5",0,0,0,0,1.78,0
"ENSG00000253361.3",2.05,7.18,13.82,0,0,0
"ENSG00000253570.1",10.23,81.03,81.94,3.8,36.52,20.5
"ENSG00000254321.2",0,10.26,0,0,7.13,0
"ENSG00000147526.20",16987.45,2652.47,8662.99,1932.28,6484.83,3679.1
"ENSG00000207258.1",0,0,0,0,0,0
"ENSG00000253586.1",0,0,0,0,0,0
"ENSG00000253829.1",0,0,0,0,0,0
"ENSG00000169499.15",2240.58,4811.58,3977.57,1111.09,3431.68,1931.3
"ENSG00000253645.1",0,0,0,0,0,0
"ENSG00000169495.5",0,0,0,0,0,0
"ENSG00000169490.17",1841.57,2287.32,1706.93,775.58,2480.46,1144.02
"ENSG00000168615.13",18227.44,16802.07,8308.57,4217.19,17229.64,8350.5
"ENSG00000207199.1",0,0,0,0,0,0
"ENSG00000197140.15",71.62,58.47,18.76,8.55,24.94,6.15
"ENSG00000243095.1",0,0,0,0,0,2.05
"ENSG00000253160.1",0,0,0,0,0,0
"ENSG00000196115.13",8.18,0,0,0,0,0
"ENSG00000197475.11",0,0,0,0,0,0
"ENSG00000254067.2",2.05,0,0,0,0,0
"ENSG00000168619.16",0,0,1.97,0,0,0
"ENSG00000104755.15",0,0,0,0,0,0
"ENSG00000253332.1",0,0,0,0,0,0
"ENSG00000253233.1",0,0,0,0,0,0
"ENSG00000131203.13",159.6,4.1,29.62,0,0,0
"ENSG00000253939.1",2.05,0,0,0,0,0
"ENSG00000253838.1",0,0,0,0,0,0
"ENSG00000254287.1",0,0,0,0,0,0
"ENSG00000188676.13",0,0,0,0,0,0
"ENSG00000253790.1",0,0,0,0,0,0
"ENSG00000253381.1",0,0,0,0,0,0
"ENSG00000253665.1",0,2.05,0,0,1.78,0
"ENSG00000176907.5",14.32,2157.06,821.38,0,628.8,10.25
"ENSG00000254143.1",0,0,0,0,0,0
"ENSG00000253802.2",17.39,0,7.9,0,23.16,485.9
"ENSG00000253354.2",0,0,0,0,0,0
"ENSG00000272479.1",0,0,0,0,0,0
"ENSG00000165061.15",2.05,0,8.89,0,79.27,5.13
"ENSG00000254383.1",0,0,0,0,0,0
"ENSG00000206867.1",0,0,0,0,0,0
"ENSG00000104332.12",6.14,129.24,0,0,1.78,2079.94
"ENSG00000263372.1",0,0,0,0,0,0
"ENSG00000239281.2",0,0,0,0,0,0
"ENSG00000253509.1",0,0,0,0,0,3.08
"ENSG00000206852.1",0,0,0,0,0,0
"ENSG00000238936.1",0,0,0,0,0,0
"ENSG00000253396.1",0,0,0,0,0,0
"ENSG00000147533.17",3414.06,3177.63,2639.87,5449.94,3868.1,1886.19
"ENSG00000253133.2",12.28,12.31,1.97,25.66,16.03,6.15
"ENSG00000253943.1",0,0,0,5.7,0,0
"ENSG00000147536.12",3692.35,1508.81,1245.89,8025.68,3140.43,725.77
"ENSG00000253174.2",4.09,1.03,0,5.7,0,0
"ENSG00000287535.1",4.09,4.1,0,1.9,3.56,2.05
"ENSG00000158669.11",8999.13,13141.33,3139.41,11885.5,9373.21,6176.26
"ENSG00000264578.1",8.18,16.41,0,0,1.78,0
"ENSG00000165066.13",1.02,0,0,0,1.78,0
"ENSG00000029534.21",1218.5,1477.02,2974.54,214.8,5601.3,145.56
"ENSG00000274705.2",0,0,0,0,2.67,0
"ENSG00000283450.1",0,0,0,0,0,0
"ENSG00000253389.2",0,2.05,0,0,1.78,0
"ENSG00000207101.1",0,2.05,0,1.9,0,0
